Status_of_existing_checking_account,Duration_in_month,Credit_history,Purpose,Credit_amount,Savings_account_or_bonds,Present_employment_since,Installment_rate_in_percentage_of_disposable_income,Personal_status_and_sex,Other_debtors_or_guarantors,Present_residence_since,Property,Age_in_years,Other_installment_plans,Housing,Number_of_existing_credits_at_this_bank,Job,Number_of_people_being_liable_to_provide_maintenance_for,Telephone,Foreign_worker,Status
bigger_than_0_DM_but_smaller_than_200_DM,18,existing_credits_paid_back_duly_till_now,radio_or_television,1113,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,4,female_divorced_or_separated_or_married,guarantor,4,real_estate,26,none,own,1,unskilled_or_resident,2,none,yes,1
smaller_than_0_DM,18,existing_credits_paid_back_duly_till_now,furniture_or_equipment,2462,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,2,male_and_single,none,2,car_or_other,22,none,own,1,skilled_employee_or_official,1,none,yes,2
no_checking_account,15,existing_credits_paid_back_duly_till_now,furniture_or_equipment,2186,unknown_or_no_savings_account,bigger_than_4_smaller_than_7_years,1,female_divorced_or_separated_or_married,none,4,real_estate,33,bank,rent,1,unskilled_or_resident,1,none,yes,1
no_checking_account,12,critical_account_or_other_credits_existing,new_car,1495,smaller_than_100_DM,bigger_than_7_years,4,male_and_single,none,1,real_estate,38,none,own,2,unskilled_or_resident,2,none,yes,1
bigger_than_200_DM_OR_salary_assignments_for_at_least_1_year,12,delay_in_paying_off_in_the_past,new_car,2247,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,2,female_divorced_or_separated_or_married,none,2,car_or_other,36,stores,own,2,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,1
bigger_than_0_DM_but_smaller_than_200_DM,24,critical_account_or_other_credits_existing,used_car,7758,bigger_than_1000_DM,bigger_than_7_years,2,female_divorced_or_separated_or_married,none,4,unknown_or_no_property,29,none,rent,1,skilled_employee_or_official,1,none,yes,1
no_checking_account,12,critical_account_or_other_credits_existing,radio_or_television,930,unknown_or_no_savings_account,bigger_than_7_years,4,male_and_single,none,4,real_estate,65,none,own,4,skilled_employee_or_official,1,none,yes,1
no_checking_account,24,existing_credits_paid_back_duly_till_now,furniture_or_equipment,2835,bigger_than_500_smaller_than_1000_DM,bigger_than_7_years,3,male_and_single,none,4,building_society_savings_agreement_or_life_insurance,53,none,own,1,skilled_employee_or_official,1,none,yes,1
no_checking_account,15,delay_in_paying_off_in_the_past,furniture_or_equipment,960,bigger_than_1000_DM,bigger_than_4_smaller_than_7_years,3,female_divorced_or_separated_or_married,none,2,building_society_savings_agreement_or_life_insurance,30,none,own,2,skilled_employee_or_official,1,none,yes,1
no_checking_account,24,critical_account_or_other_credits_existing,used_car,5804,bigger_than_1000_DM,bigger_than_1_smaller_than_4_years,4,male_and_single,none,2,real_estate,27,none,own,2,skilled_employee_or_official,1,none,yes,1
smaller_than_0_DM,24,existing_credits_paid_back_duly_till_now,radio_or_television,1938,smaller_than_100_DM,smaller_than_1_year,4,male_divorced_or_separated,none,3,building_society_savings_agreement_or_life_insurance,32,none,own,1,skilled_employee_or_official,1,none,yes,2
bigger_than_0_DM_but_smaller_than_200_DM,30,all_credits_at_this_bank_paid_back_duly,furniture_or_equipment,3496,bigger_than_1000_DM,bigger_than_1_smaller_than_4_years,4,male_and_single,none,2,car_or_other,34,stores,own,1,skilled_employee_or_official,2,"yes,_registered_under_the_customers_name",yes,1
bigger_than_0_DM_but_smaller_than_200_DM,48,existing_credits_paid_back_duly_till_now,new_car,8487,unknown_or_no_savings_account,bigger_than_4_smaller_than_7_years,1,female_divorced_or_separated_or_married,none,2,car_or_other,24,none,own,1,skilled_employee_or_official,1,none,yes,1
smaller_than_0_DM,39,critical_account_or_other_credits_existing,furniture_or_equipment,14179,unknown_or_no_savings_account,bigger_than_4_smaller_than_7_years,4,male_and_single,none,4,building_society_savings_agreement_or_life_insurance,30,none,own,2,management_or_self-employed_or_highly_qualified_employee_or_officer,1,"yes,_registered_under_the_customers_name",yes,1
smaller_than_0_DM,36,all_credits_at_this_bank_paid_back_duly,furniture_or_equipment,2746,smaller_than_100_DM,bigger_than_7_years,4,male_and_single,none,4,car_or_other,31,bank,own,1,skilled_employee_or_official,1,none,yes,2
bigger_than_0_DM_but_smaller_than_200_DM,18,existing_credits_paid_back_duly_till_now,used_car,12976,smaller_than_100_DM,unemployed,3,female_divorced_or_separated_or_married,none,4,unknown_or_no_property,38,none,for_free,1,management_or_self-employed_or_highly_qualified_employee_or_officer,1,"yes,_registered_under_the_customers_name",yes,2
bigger_than_0_DM_but_smaller_than_200_DM,12,critical_account_or_other_credits_existing,radio_or_television,3573,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,1,female_divorced_or_separated_or_married,none,1,real_estate,23,none,own,1,unskilled_or_resident,1,none,yes,1
smaller_than_0_DM,24,critical_account_or_other_credits_existing,business,1382,bigger_than_100_smaller_than_500_DM,bigger_than_4_smaller_than_7_years,4,male_and_single,none,1,real_estate,26,none,own,2,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,1
bigger_than_0_DM_but_smaller_than_200_DM,9,critical_account_or_other_credits_existing,education,1136,bigger_than_1000_DM,bigger_than_7_years,4,male_and_single,none,3,unknown_or_no_property,32,none,for_free,2,skilled_employee_or_official,2,none,yes,2
bigger_than_0_DM_but_smaller_than_200_DM,48,existing_credits_paid_back_duly_till_now,radio_or_television,5951,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,2,female_divorced_or_separated_or_married,none,2,real_estate,22,none,own,1,skilled_employee_or_official,1,none,yes,2
bigger_than_0_DM_but_smaller_than_200_DM,6,delay_in_paying_off_in_the_past,business,1449,bigger_than_100_smaller_than_500_DM,bigger_than_7_years,1,male_divorced_or_separated,none,2,car_or_other,31,bank,own,2,skilled_employee_or_official,2,none,yes,1
bigger_than_0_DM_but_smaller_than_200_DM,12,existing_credits_paid_back_duly_till_now,repairs,639,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,4,male_and_single,none,2,car_or_other,30,none,own,1,skilled_employee_or_official,1,none,yes,2
no_checking_account,15,critical_account_or_other_credits_existing,radio_or_television,1316,bigger_than_500_smaller_than_1000_DM,bigger_than_1_smaller_than_4_years,2,male_and_married_or_widowed,none,2,building_society_savings_agreement_or_life_insurance,47,none,own,2,unskilled_or_resident,1,none,yes,1
no_checking_account,22,existing_credits_paid_back_duly_till_now,radio_or_television,2675,bigger_than_500_smaller_than_1000_DM,bigger_than_7_years,3,male_and_single,none,4,car_or_other,40,none,own,1,skilled_employee_or_official,1,none,yes,1
no_checking_account,12,all_credits_at_this_bank_paid_back_duly,retraining,3447,bigger_than_500_smaller_than_1000_DM,bigger_than_1_smaller_than_4_years,4,female_divorced_or_separated_or_married,none,3,real_estate,35,none,own,1,unskilled_or_resident,2,none,yes,1
no_checking_account,12,critical_account_or_other_credits_existing,radio_or_television,1934,smaller_than_100_DM,bigger_than_7_years,2,male_and_single,none,2,unknown_or_no_property,26,none,own,2,skilled_employee_or_official,1,none,yes,1
no_checking_account,18,existing_credits_paid_back_duly_till_now,new_car,2662,unknown_or_no_savings_account,bigger_than_4_smaller_than_7_years,4,male_and_single,none,3,building_society_savings_agreement_or_life_insurance,32,none,own,1,skilled_employee_or_official,1,none,no,1
bigger_than_0_DM_but_smaller_than_200_DM,12,critical_account_or_other_credits_existing,used_car,1860,smaller_than_100_DM,unemployed,4,male_and_single,none,2,car_or_other,34,none,own,2,management_or_self-employed_or_highly_qualified_employee_or_officer,1,"yes,_registered_under_the_customers_name",yes,1
smaller_than_0_DM,24,existing_credits_paid_back_duly_till_now,new_car,1207,smaller_than_100_DM,smaller_than_1_year,4,female_divorced_or_separated_or_married,none,4,building_society_savings_agreement_or_life_insurance,24,none,rent,1,skilled_employee_or_official,1,none,yes,2
no_checking_account,12,existing_credits_paid_back_duly_till_now,new_car,3527,unknown_or_no_savings_account,smaller_than_1_year,2,male_and_single,none,3,building_society_savings_agreement_or_life_insurance,45,none,own,1,management_or_self-employed_or_highly_qualified_employee_or_officer,2,"yes,_registered_under_the_customers_name",yes,1
bigger_than_0_DM_but_smaller_than_200_DM,12,existing_credits_paid_back_duly_till_now,furniture_or_equipment,951,bigger_than_100_smaller_than_500_DM,smaller_than_1_year,4,female_divorced_or_separated_or_married,none,4,car_or_other,27,bank,rent,4,skilled_employee_or_official,1,none,yes,2
smaller_than_0_DM,9,existing_credits_paid_back_duly_till_now,radio_or_television,1366,smaller_than_100_DM,smaller_than_1_year,3,female_divorced_or_separated_or_married,none,4,building_society_savings_agreement_or_life_insurance,22,none,rent,1,skilled_employee_or_official,1,none,yes,2
no_checking_account,21,existing_credits_paid_back_duly_till_now,used_car,2476,unknown_or_no_savings_account,bigger_than_7_years,4,male_and_single,none,4,real_estate,46,none,own,1,management_or_self-employed_or_highly_qualified_employee_or_officer,1,"yes,_registered_under_the_customers_name",yes,1
no_checking_account,48,critical_account_or_other_credits_existing,business,7629,unknown_or_no_savings_account,bigger_than_7_years,4,male_divorced_or_separated,none,2,car_or_other,46,bank,own,2,management_or_self-employed_or_highly_qualified_employee_or_officer,2,none,yes,1
bigger_than_200_DM_OR_salary_assignments_for_at_least_1_year,12,existing_credits_paid_back_duly_till_now,furniture_or_equipment,1424,unknown_or_no_savings_account,bigger_than_7_years,3,female_divorced_or_separated_or_married,none,4,real_estate,55,none,own,1,management_or_self-employed_or_highly_qualified_employee_or_officer,1,"yes,_registered_under_the_customers_name",yes,1
smaller_than_0_DM,24,existing_credits_paid_back_duly_till_now,furniture_or_equipment,7721,unknown_or_no_savings_account,smaller_than_1_year,1,female_divorced_or_separated_or_married,none,2,building_society_savings_agreement_or_life_insurance,30,none,own,1,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",no,1
no_checking_account,6,existing_credits_paid_back_duly_till_now,radio_or_television,518,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,3,female_divorced_or_separated_or_married,none,1,real_estate,29,none,own,1,skilled_employee_or_official,1,none,yes,1
bigger_than_0_DM_but_smaller_than_200_DM,36,delay_in_paying_off_in_the_past,new_car,7432,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,2,female_divorced_or_separated_or_married,none,2,building_society_savings_agreement_or_life_insurance,54,none,rent,1,skilled_employee_or_official,1,none,yes,1
no_checking_account,12,existing_credits_paid_back_duly_till_now,new_car,1884,smaller_than_100_DM,bigger_than_7_years,4,male_and_single,none,4,car_or_other,39,none,own,1,management_or_self-employed_or_highly_qualified_employee_or_officer,1,"yes,_registered_under_the_customers_name",yes,1
bigger_than_0_DM_but_smaller_than_200_DM,24,existing_credits_paid_back_duly_till_now,others,11328,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,2,male_and_single,co-applicant,3,car_or_other,29,bank,own,2,management_or_self-employed_or_highly_qualified_employee_or_officer,1,"yes,_registered_under_the_customers_name",yes,2
smaller_than_0_DM,18,no_credits_taken_or_all_credits_paid_back_duly,furniture_or_equipment,3114,smaller_than_100_DM,smaller_than_1_year,1,female_divorced_or_separated_or_married,none,4,building_society_savings_agreement_or_life_insurance,26,none,rent,1,skilled_employee_or_official,1,none,yes,2
no_checking_account,24,existing_credits_paid_back_duly_till_now,radio_or_television,1413,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,4,male_and_married_or_widowed,none,2,building_society_savings_agreement_or_life_insurance,28,none,own,1,skilled_employee_or_official,1,none,yes,1
bigger_than_0_DM_but_smaller_than_200_DM,9,existing_credits_paid_back_duly_till_now,new_car,276,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,4,male_and_married_or_widowed,none,4,real_estate,22,none,rent,1,unskilled_or_resident,1,none,yes,1
bigger_than_0_DM_but_smaller_than_200_DM,15,existing_credits_paid_back_duly_till_now,repairs,1308,smaller_than_100_DM,bigger_than_7_years,4,male_and_single,none,4,car_or_other,38,none,own,2,unskilled_or_resident,1,none,yes,1
no_checking_account,12,existing_credits_paid_back_duly_till_now,furniture_or_equipment,1736,smaller_than_100_DM,bigger_than_4_smaller_than_7_years,3,female_divorced_or_separated_or_married,none,4,real_estate,31,none,own,1,unskilled_or_resident,1,none,yes,1
no_checking_account,27,existing_credits_paid_back_duly_till_now,repairs,5190,unknown_or_no_savings_account,bigger_than_7_years,4,male_and_single,none,4,building_society_savings_agreement_or_life_insurance,48,none,own,4,skilled_employee_or_official,2,"yes,_registered_under_the_customers_name",yes,1
smaller_than_0_DM,24,existing_credits_paid_back_duly_till_now,new_car,1285,unknown_or_no_savings_account,bigger_than_4_smaller_than_7_years,4,female_divorced_or_separated_or_married,none,4,unknown_or_no_property,32,none,rent,1,skilled_employee_or_official,1,none,yes,2
bigger_than_0_DM_but_smaller_than_200_DM,30,delay_in_paying_off_in_the_past,radio_or_television,1919,bigger_than_100_smaller_than_500_DM,smaller_than_1_year,4,male_and_single,none,3,unknown_or_no_property,30,stores,own,2,management_or_self-employed_or_highly_qualified_employee_or_officer,1,none,yes,2
bigger_than_200_DM_OR_salary_assignments_for_at_least_1_year,42,critical_account_or_other_credits_existing,used_car,4796,smaller_than_100_DM,bigger_than_7_years,4,male_and_single,none,4,unknown_or_no_property,56,none,for_free,1,skilled_employee_or_official,1,none,yes,1
no_checking_account,6,critical_account_or_other_credits_existing,radio_or_television,1237,bigger_than_100_smaller_than_500_DM,bigger_than_1_smaller_than_4_years,1,female_divorced_or_separated_or_married,none,1,building_society_savings_agreement_or_life_insurance,27,none,own,2,skilled_employee_or_official,1,none,yes,1
bigger_than_0_DM_but_smaller_than_200_DM,18,critical_account_or_other_credits_existing,business,1887,unknown_or_no_savings_account,bigger_than_1_smaller_than_4_years,4,male_and_married_or_widowed,none,4,real_estate,28,bank,own,2,skilled_employee_or_official,1,none,yes,1
bigger_than_0_DM_but_smaller_than_200_DM,12,existing_credits_paid_back_duly_till_now,new_car,1007,bigger_than_1000_DM,bigger_than_1_smaller_than_4_years,4,male_and_married_or_widowed,none,1,real_estate,22,none,own,1,skilled_employee_or_official,1,none,yes,1
no_checking_account,15,existing_credits_paid_back_duly_till_now,domestic_appliances,874,unknown_or_no_savings_account,smaller_than_1_year,4,female_divorced_or_separated_or_married,none,1,real_estate,24,none,own,1,skilled_employee_or_official,1,none,yes,1
no_checking_account,12,critical_account_or_other_credits_existing,business,1185,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,3,female_divorced_or_separated_or_married,none,2,real_estate,27,none,own,2,skilled_employee_or_official,1,none,yes,1
smaller_than_0_DM,18,existing_credits_paid_back_duly_till_now,furniture_or_equipment,3650,smaller_than_100_DM,smaller_than_1_year,1,female_divorced_or_separated_or_married,none,4,car_or_other,22,none,rent,1,skilled_employee_or_official,1,none,yes,1
bigger_than_0_DM_but_smaller_than_200_DM,30,no_credits_taken_or_all_credits_paid_back_duly,business,4280,bigger_than_100_smaller_than_500_DM,bigger_than_1_smaller_than_4_years,4,female_divorced_or_separated_or_married,none,4,car_or_other,26,none,rent,2,unskilled_or_resident,1,none,yes,2
bigger_than_0_DM_but_smaller_than_200_DM,24,delay_in_paying_off_in_the_past,radio_or_television,6403,smaller_than_100_DM,smaller_than_1_year,1,male_and_single,none,2,car_or_other,33,none,own,1,skilled_employee_or_official,1,none,yes,1
