Name_of_Agency,Type_of_Travel_Insurance_Agencies,Distribution_Channel_of_Travel_Insurance_Agencies,Name_of_the_Travel_Insurance_Products,Claim_Status,Duration_of_Travel,Destination_of_Travel,Amount_of_Sales_of_Travel_Insurance_Policies,Commission_Received_for_Travel_Insurance_Agency,Age_of_Insured
C2B,Airlines,Online,Bronze_Plan,no,181,SINGAPORE,25.2,6.3,37
SSI,Airlines,Online,Ticket_Protector,no,48,SINGAPORE,8.49,2.38,48
EPX,Travel_Agency,Online,Cancellation_Plan,no,8,MALAYSIA,15.0,0.0,36
C2B,Airlines,Online,Silver_Plan,no,53,SINGAPORE,35.5,8.88,73
JZI,Airlines,Online,Basic_Plan,no,96,"TAIWAN,_PROVINCE_OF_CHINA",35.0,12.25,30
EPX,Travel_Agency,Online,1_way_Comprehensive_Plan,no,42,INDIA,22.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,28,HONG_KONG,52.0,0.0,29
C2B,Airlines,Online,Bronze_Plan,no,64,SINGAPORE,46.15,11.54,23
EPX,Travel_Agency,Online,Cancellation_Plan,no,18,UNITED_KINGDOM,72.0,0.0,36
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,29,UNITED_STATES,237.6,142.56,44
EPX,Travel_Agency,Online,Cancellation_Plan,no,32,MYANMAR,10.0,0.0,36
C2B,Airlines,Online,Silver_Plan,no,6,SINGAPORE,34.8,8.7,36
C2B,Airlines,Online,Silver_Plan,no,3,SINGAPORE,18.5,4.63,29
EPX,Travel_Agency,Online,Cancellation_Plan,no,11,SINGAPORE,26.0,0.0,36
JZI,Airlines,Online,Basic_Plan,no,10,VIETNAM,22.0,7.7,55
RAB,Airlines,Online,Value_Plan,no,25,BRUNEI_DARUSSALAM,31.0,12.4,27
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,136,UNITED_STATES,112.0,0.0,25
EPX,Travel_Agency,Online,Cancellation_Plan,no,141,JAPAN,46.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,12,VIETNAM,38.0,0.0,35
EPX,Travel_Agency,Online,Cancellation_Plan,no,63,INDONESIA,17.0,0.0,35
EPX,Travel_Agency,Online,Cancellation_Plan,no,76,SWITZERLAND,55.0,0.0,36
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,10,"TAIWAN,_PROVINCE_OF_CHINA",56.0,0.0,36
EPX,Travel_Agency,Online,1_way_Comprehensive_Plan,no,73,SINGAPORE,20.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,128,JAPAN,60.0,0.0,36
C2B,Airlines,Online,Bronze_Plan,no,5,SINGAPORE,21.0,5.25,27
TST,Travel_Agency,Offline,Travel_Cruise_Protect,no,72,MALAYSIA,30.0,10.5,63
C2B,Airlines,Online,Gold_Plan,no,9,SINGAPORE,63.7,15.93,36
EPX,Travel_Agency,Online,1_way_Comprehensive_Plan,no,69,SINGAPORE,28.0,0.0,39
C2B,Airlines,Online,Bronze_Plan,no,8,SINGAPORE,27.0,6.75,29
JZI,Airlines,Online,Basic_Plan,no,14,HONG_KONG,26.0,9.1,69
EPX,Travel_Agency,Online,Cancellation_Plan,no,1,THAILAND,12.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,40,SWEDEN,55.0,0.0,36
C2B,Airlines,Online,Bronze_Plan,no,3,SINGAPORE,16.0,4.0,23
JZI,Airlines,Online,Basic_Plan,no,84,MYANMAR,37.0,12.95,38
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,7,HONG_KONG,22.0,0.0,45
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,21,"KOREA,_REPUBLIC_OF",83.0,0.0,36
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,50,SINGAPORE,98.0,0.0,36
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,27,MALAYSIA,20.0,0.0,35
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,10,INDONESIA,27.0,0.0,36
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,84,MALAYSIA,20.0,0.0,54
C2B,Airlines,Online,Silver_Plan,no,12,SINGAPORE,15.0,3.75,26
EPX,Travel_Agency,Online,Cancellation_Plan,no,19,SRI_LANKA,11.0,0.0,36
C2B,Airlines,Online,Annual_Silver_Plan,no,384,SINGAPORE,259.2,64.8,53
C2B,Airlines,Online,Silver_Plan,no,5,SINGAPORE,22.5,5.63,31
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,90,SINGAPORE,43.0,0.0,36
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,4,MALAYSIA,29.7,17.82,43
RAB,Airlines,Online,Value_Plan,no,48,BRUNEI_DARUSSALAM,23.0,9.2,20
JZI,Airlines,Online,Basic_Plan,no,13,UNITED_ARAB_EMIRATES,36.0,12.6,36
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,32,MALAYSIA,20.0,0.0,66
TST,Travel_Agency,Offline,Travel_Cruise_Protect,no,72,MALAYSIA,30.0,10.5,29
LWC,Travel_Agency,Online,Single_Trip_Travel_Protect_Gold,no,5,"KOREA,_REPUBLIC_OF",44.0,28.6,37
EPX,Travel_Agency,Online,Cancellation_Plan,no,246,RUSSIAN_FEDERATION,80.0,0.0,36
C2B,Airlines,Online,Bronze_Plan,no,22,SINGAPORE,39.0,9.75,35
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,23,SOUTH_AFRICA,112.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,8,SINGAPORE,31.0,0.0,30
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,11,UNITED_KINGDOM,108.9,65.34,52
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,183,INDONESIA,20.0,0.0,32
EPX,Travel_Agency,Online,Cancellation_Plan,no,18,INDIA,21.0,0.0,47
JZI,Airlines,Online,Basic_Plan,no,48,THAILAND,18.0,6.3,99
JZI,Airlines,Online,Basic_Plan,no,94,"TAIWAN,_PROVINCE_OF_CHINA",26.0,9.1,78
C2B,Airlines,Online,Bronze_Plan,no,20,SINGAPORE,32.0,8.0,31
KML,Travel_Agency,Online,Premier_Plan,no,18,NETHERLANDS,111.0,42.18,48
EPX,Travel_Agency,Online,1_way_Comprehensive_Plan,no,313,SINGAPORE,42.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,77,ITALY,10.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,7,MALAYSIA,10.0,0.0,36
C2B,Airlines,Online,Bronze_Plan,yes,20,SINGAPORE,27.0,6.75,36
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,38,THAILAND,34.0,0.0,36
LWC,Travel_Agency,Online,Annual_Travel_Protect_Silver,no,461,UNITED_STATES,230.0,149.5,31
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,24,HONG_KONG,20.0,0.0,41
JWT,Airlines,Online,Value_Plan,no,1,INDIA,31.0,12.4,99
EPX,Travel_Agency,Online,Cancellation_Plan,no,30,AUSTRALIA,24.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,17,INDONESIA,14.0,0.0,33
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,21,THAILAND,20.0,0.0,27
EPX,Travel_Agency,Online,1_way_Comprehensive_Plan,no,2,SINGAPORE,20.0,0.0,28
SSI,Airlines,Online,Ticket_Protector,no,153,SINGAPORE,10.04,2.81,48
RAB,Airlines,Online,Value_Plan,no,34,BRUNEI_DARUSSALAM,31.0,12.4,30
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,4,MALAYSIA,20.0,0.0,42
C2B,Airlines,Online,Bronze_Plan,no,9,SINGAPORE,20.0,5.0,23
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,49,INDIA,38.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,25,UNITED_STATES,67.0,0.0,31
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,3,THAILAND,20.0,0.0,56
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,87,THAILAND,23.0,0.0,36
C2B,Airlines,Online,Bronze_Plan,yes,71,SINGAPORE,33.5,8.38,28
EPX,Travel_Agency,Online,Cancellation_Plan,no,18,INDONESIA,23.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,254,CHINA,40.0,0.0,35
EPX,Travel_Agency,Online,Cancellation_Plan,no,12,INDIA,32.0,0.0,35
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,44,THAILAND,34.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,15,"KOREA,_REPUBLIC_OF",20.0,0.0,36
C2B,Airlines,Online,Bronze_Plan,no,6,SINGAPORE,21.0,5.25,73
JZI,Airlines,Online,Basic_Plan,no,50,THAILAND,22.0,7.7,63
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,50,MYANMAR,20.0,0.0,26
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,37,AUSTRALIA,30.0,0.0,36
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,2,INDONESIA,29.0,0.0,39
C2B,Airlines,Online,Bronze_Plan,no,6,SINGAPORE,23.4,5.85,59
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,75,JAPAN,56.0,0.0,36
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,85,SINGAPORE,20.0,0.0,36
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,32,PHILIPPINES,20.0,0.0,36
JZI,Airlines,Online,Basic_Plan,no,10,UNITED_STATES,57.0,19.95,43
EPX,Travel_Agency,Online,Cancellation_Plan,no,24,UNITED_STATES,10.0,0.0,37
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,80,AUSTRALIA,118.8,71.28,37
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,48,VIETNAM,21.0,0.0,33
EPX,Travel_Agency,Online,Cancellation_Plan,no,13,PHILIPPINES,10.0,0.0,36
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,33,THAILAND,34.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,31,INDIA,12.0,0.0,36
C2B,Airlines,Online,Annual_Silver_Plan,no,382,SINGAPORE,216.0,54.0,25
EPX,Travel_Agency,Online,Cancellation_Plan,no,7,MALAYSIA,17.0,0.0,64
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,4,AUSTRALIA,29.7,17.82,32
JZI,Airlines,Online,Basic_Plan,no,9,MALAYSIA,22.0,7.7,26
EPX,Travel_Agency,Online,1_way_Comprehensive_Plan,no,2,THAILAND,24.0,0.0,32
EPX,Travel_Agency,Online,Cancellation_Plan,no,56,SINGAPORE,10.0,0.0,35
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,95,MAURITIUS,59.4,35.64,35
JZI,Airlines,Online,Value_Plan,no,107,TURKEY,167.0,58.45,60
EPX,Travel_Agency,Online,Cancellation_Plan,no,4,SINGAPORE,10.0,0.0,33
SSI,Airlines,Online,Ticket_Protector,no,30,SINGAPORE,0.88,0.25,48
RAB,Airlines,Online,Value_Plan,no,5,BRUNEI_DARUSSALAM,15.0,6.0,53
EPX,Travel_Agency,Online,Cancellation_Plan,no,1,MALAYSIA,10.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,56,UNITED_STATES,80.0,0.0,53
EPX,Travel_Agency,Online,Cancellation_Plan,no,6,THAILAND,10.0,0.0,51
EPX,Travel_Agency,Online,Cancellation_Plan,no,7,MALAYSIA,31.0,0.0,64
EPX,Travel_Agency,Online,Cancellation_Plan,no,2,SINGAPORE,10.0,0.0,36
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,28,THAILAND,32.0,0.0,41
EPX,Travel_Agency,Online,Cancellation_Plan,no,7,PHILIPPINES,12.0,0.0,36
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,47,JAPAN,112.0,0.0,36
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,15,INDIA,37.0,0.0,36
SSI,Airlines,Online,Ticket_Protector,no,38,SINGAPORE,1.8,0.5,48
EPX,Travel_Agency,Online,Cancellation_Plan,no,22,PERU,57.0,0.0,39
EPX,Travel_Agency,Online,Cancellation_Plan,no,218,"TAIWAN,_PROVINCE_OF_CHINA",10.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,11,SINGAPORE,10.0,0.0,36
JZI,Airlines,Online,Basic_Plan,no,6,CHINA,26.0,9.1,60
EPX,Travel_Agency,Online,Cancellation_Plan,no,72,SPAIN,80.0,0.0,36
TST,Travel_Agency,Offline,Travel_Cruise_Protect,no,5,THAILAND,30.0,10.5,76
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,23,NETHERLANDS,20.0,0.0,36
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,107,ITALY,178.2,106.92,31
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,19,MALAYSIA,20.0,0.0,38
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,17,"KOREA,_REPUBLIC_OF",47.0,0.0,36
JZI,Airlines,Online,Value_Plan,no,83,THAILAND,56.0,19.6,73
JZI,Airlines,Online,Basic_Plan,no,18,THAILAND,22.0,7.7,69
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,22,VIETNAM,36.0,0.0,39
EPX,Travel_Agency,Online,Cancellation_Plan,no,14,MALAYSIA,10.0,0.0,21
EPX,Travel_Agency,Online,Cancellation_Plan,no,35,FRANCE,31.0,0.0,36
JZI,Airlines,Online,Basic_Plan,no,45,INDONESIA,37.0,12.95,35
C2B,Airlines,Online,Annual_Silver_Plan,no,364,SINGAPORE,252.85,63.21,48
EPX,Travel_Agency,Online,Cancellation_Plan,no,40,SINGAPORE,-11.0,0.0,34
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,17,MALAYSIA,20.0,0.0,36
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,19,AUSTRIA,112.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,18,HONG_KONG,17.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,60,CHINA,16.0,0.0,36
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,33,UNITED_STATES,59.4,35.64,39
EPX,Travel_Agency,Online,Cancellation_Plan,no,22,INDONESIA,13.0,0.0,25
JZI,Airlines,Online,Basic_Plan,no,22,INDIA,44.0,15.4,19
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,55,THAILAND,29.7,17.82,44
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,21,THAILAND,25.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,14,JAPAN,13.0,0.0,26
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,20,THAILAND,112.0,0.0,53
EPX,Travel_Agency,Online,Cancellation_Plan,no,17,THAILAND,26.0,0.0,36
JZI,Airlines,Online,Basic_Plan,no,45,CHINA,35.0,12.25,59
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,4,UNITED_KINGDOM,29.7,17.82,61
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,79,JAPAN,0.0,35.64,41
EPX,Travel_Agency,Online,Cancellation_Plan,no,15,HONG_KONG,80.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,104,INDONESIA,12.0,0.0,36
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,38,THAILAND,45.0,0.0,36
JZI,Airlines,Online,Basic_Plan,no,41,MALAYSIA,18.0,6.3,32
EPX,Travel_Agency,Online,1_way_Comprehensive_Plan,no,12,HONG_KONG,56.0,0.0,36
C2B,Airlines,Online,Bronze_Plan,no,15,SINGAPORE,18.0,4.5,64
EPX,Travel_Agency,Online,Cancellation_Plan,no,34,CANADA,34.0,0.0,23
SSI,Airlines,Online,Ticket_Protector,no,2,SINGAPORE,3.09,0.87,48
JZI,Airlines,Online,Basic_Plan,no,149,"KOREA,_REPUBLIC_OF",69.0,24.15,24
JZI,Airlines,Online,Basic_Plan,no,16,PHILIPPINES,37.0,12.95,47
C2B,Airlines,Online,Bronze_Plan,no,34,SINGAPORE,26.5,6.63,27
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,48,JAPAN,39.6,23.76,50
SSI,Airlines,Online,Ticket_Protector,no,21,SINGAPORE,1.35,0.38,48
C2B,Airlines,Online,Silver_Plan,no,29,SINGAPORE,39.0,9.75,27
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,107,INDONESIA,20.0,0.0,36
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,16,AUSTRALIA,39.6,23.76,31
C2B,Airlines,Online,Silver_Plan,no,4,SINGAPORE,22.5,5.63,34
EPX,Travel_Agency,Online,Cancellation_Plan,no,35,CANADA,18.0,0.0,23
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,10,FRANCE,19.8,11.88,33
EPX,Travel_Agency,Online,Cancellation_Plan,no,11,MALAYSIA,29.0,0.0,36
C2B,Airlines,Online,Bronze_Plan,no,96,SINGAPORE,17.0,4.25,26
EPX,Travel_Agency,Online,Cancellation_Plan,no,42,PHILIPPINES,10.0,0.0,36
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,9,THAILAND,39.6,23.76,39
EPX,Travel_Agency,Online,Cancellation_Plan,no,1,INDIA,19.0,0.0,36
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,45,AUSTRALIA,0.0,47.52,56
EPX,Travel_Agency,Online,Cancellation_Plan,no,279,SINGAPORE,72.0,0.0,22
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,8,NEW_ZEALAND,59.4,35.64,54
EPX,Travel_Agency,Online,Cancellation_Plan,no,1,FRANCE,10.0,0.0,36
JZI,Airlines,Online,Basic_Plan,no,1,MALAYSIA,18.0,6.3,34
EPX,Travel_Agency,Online,Cancellation_Plan,no,2,UNITED_STATES,55.0,0.0,22
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,68,AUSTRALIA,29.7,17.82,25
EPX,Travel_Agency,Online,1_way_Comprehensive_Plan,no,2,HONG_KONG,24.0,0.0,36
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,190,PERU,31.0,0.0,25
JZI,Airlines,Online,Basic_Plan,no,21,HONG_KONG,26.0,9.1,56
JZI,Airlines,Online,Basic_Plan,no,7,INDONESIA,30.0,10.5,35
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,15,NETHERLANDS,138.6,83.16,65
KML,Travel_Agency,Online,Premier_Plan,no,82,INDONESIA,29.0,11.02,48
EPX,Travel_Agency,Online,1_way_Comprehensive_Plan,no,39,THAILAND,27.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,22,ITALY,55.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,26,CHINA,26.0,0.0,35
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,150,"KOREA,_REPUBLIC_OF",112.0,0.0,28
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,48,CROATIA,99.0,59.4,64
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,24,MALAYSIA,46.0,0.0,36
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,21,CHINA,37.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,9,HONG_KONG,13.0,0.0,32
JZI,Airlines,Online,Basic_Plan,no,28,HONG_KONG,40.0,14.0,57
SSI,Airlines,Online,Ticket_Protector,no,67,SINGAPORE,12.35,3.46,48
JZI,Airlines,Online,Basic_Plan,no,18,MALAYSIA,18.0,6.3,55
EPX,Travel_Agency,Online,1_way_Comprehensive_Plan,no,4,HONG_KONG,20.0,0.0,36
JZI,Airlines,Online,Basic_Plan,no,9,VIETNAM,22.0,7.7,43
EPX,Travel_Agency,Online,Cancellation_Plan,no,4,VIETNAM,10.0,0.0,36
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,121,UNITED_STATES,49.5,29.7,34
EPX,Travel_Agency,Online,Cancellation_Plan,no,35,INDIA,10.0,0.0,32
KML,Travel_Agency,Online,Value_Plan,no,8,INDONESIA,22.0,8.36,48
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,40,CANADA,112.0,0.0,23
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,140,HONG_KONG,20.0,0.0,36
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,23,NEW_ZEALAND,128.7,77.22,45
CCR,Travel_Agency,Offline,Comprehensive_Plan,no,4,THAILAND,29.0,9.57,16
EPX,Travel_Agency,Online,Cancellation_Plan,no,3,MALAYSIA,10.0,0.0,36
TST,Travel_Agency,Offline,Travel_Cruise_Protect,no,112,MALAYSIA,30.0,10.5,85
C2B,Airlines,Online,Annual_Silver_Plan,no,400,SINGAPORE,216.0,54.0,30
JZI,Airlines,Online,Basic_Plan,no,72,VIETNAM,22.0,7.7,41
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,30,VIETNAM,20.0,0.0,42
EPX,Travel_Agency,Online,1_way_Comprehensive_Plan,no,2,INDIA,20.0,0.0,36
JZI,Airlines,Online,Basic_Plan,no,2,MYANMAR,18.0,6.3,28
C2B,Airlines,Online,Silver_Plan,no,38,SINGAPORE,97.8,24.45,31
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,29,ICELAND,29.7,17.82,46
C2B,Airlines,Online,Annual_Silver_Plan,no,456,SINGAPORE,187.85,46.96,54
JZI,Airlines,Online,Basic_Plan,no,5,INDIA,22.0,7.7,66
EPX,Travel_Agency,Online,Cancellation_Plan,no,128,SINGAPORE,11.0,0.0,36
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,39,INDIA,20.0,0.0,68
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,42,INDONESIA,20.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,17,INDONESIA,14.0,0.0,31
C2B,Airlines,Online,Silver_Plan,no,169,SINGAPORE,88.9,22.23,16
CCR,Travel_Agency,Offline,Comprehensive_Plan,no,99,THAILAND,29.0,9.57,34
EPX,Travel_Agency,Online,Cancellation_Plan,no,17,INDONESIA,10.0,0.0,50
JZI,Airlines,Online,Basic_Plan,no,7,VIETNAM,22.0,7.7,49
EPX,Travel_Agency,Online,Cancellation_Plan,no,4,MALAYSIA,14.0,0.0,36
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,16,MALAYSIA,20.0,0.0,45
EPX,Travel_Agency,Online,Cancellation_Plan,no,7,"KOREA,_REPUBLIC_OF",80.0,0.0,36
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,49,PHILIPPINES,29.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,276,JAPAN,59.0,0.0,36
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,26,MALAYSIA,29.7,17.82,25
EPX,Travel_Agency,Online,Cancellation_Plan,no,5,SINGAPORE,10.0,0.0,36
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,29,ITALY,118.8,71.28,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,138,"TAIWAN,_PROVINCE_OF_CHINA",12.0,0.0,36
C2B,Airlines,Online,Annual_Silver_Plan,no,456,SINGAPORE,216.0,54.0,64
CCR,Travel_Agency,Offline,Comprehensive_Plan,no,10,MALAYSIA,29.0,9.57,42
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,91,CHINA,37.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,1,THAILAND,18.0,0.0,36
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,63,JAPAN,112.0,0.0,26
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,25,CHINA,35.0,0.0,36
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,24,SPAIN,112.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,7,VIETNAM,10.0,0.0,36
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,113,CHINA,21.0,0.0,36
C2B,Airlines,Online,Bronze_Plan,no,25,SINGAPORE,44.5,11.13,62
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,8,ITALY,69.3,41.58,51
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,14,UNITED_KINGDOM,69.3,41.58,54
C2B,Airlines,Online,Bronze_Plan,no,19,SINGAPORE,39.0,9.75,33
JZI,Airlines,Online,Basic_Plan,no,4,CHINA,22.0,7.7,32
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,yes,26,SOUTH_AFRICA,99.0,59.4,64
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,19,UNITED_KINGDOM,99.0,59.4,31
C2B,Airlines,Online,Annual_Silver_Plan,yes,365,SINGAPORE,187.85,46.96,47
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,242,AUSTRALIA,-89.1,53.46,61
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,17,JAPAN,20.0,0.0,25
EPX,Travel_Agency,Online,Cancellation_Plan,no,145,"KOREA,_REPUBLIC_OF",26.0,0.0,36
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,29,MALAYSIA,19.8,11.88,30
EPX,Travel_Agency,Online,Cancellation_Plan,no,3,CHINA,51.0,0.0,36
JZI,Airlines,Online,Basic_Plan,no,20,INDONESIA,18.0,6.3,29
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,4,AUSTRALIA,29.7,17.82,52
C2B,Airlines,Online,Bronze_Plan,no,38,SINGAPORE,40.5,10.13,31
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,21,AUSTRALIA,99.0,59.4,59
JZI,Airlines,Online,Basic_Plan,no,3,MALAYSIA,18.0,6.3,44
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,28,FRANCE,0.0,5.94,58
JZI,Airlines,Online,Basic_Plan,no,6,MALAYSIA,18.0,6.3,53
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,4,VIETNAM,26.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,14,SINGAPORE,34.0,0.0,36
JZI,Airlines,Online,Basic_Plan,no,7,LAO,22.0,7.7,57
JZI,Airlines,Online,Basic_Plan,no,76,"TAIWAN,_PROVINCE_OF_CHINA",40.0,14.0,60
CWT,Travel_Agency,Online,Rental_Vehicle_Excess_Insurance,no,32,GREECE,0.0,47.52,35
JZI,Airlines,Online,Basic_Plan,no,23,MALAYSIA,18.0,6.3,66
EPX,Travel_Agency,Online,Cancellation_Plan,no,98,"TAIWAN,_PROVINCE_OF_CHINA",21.0,0.0,36
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,3,THAILAND,27.0,0.0,36
JZI,Airlines,Online,Value_Plan,no,71,AUSTRALIA,58.0,20.3,28
EPX,Travel_Agency,Online,2_way_Comprehensive_Plan,no,104,MYANMAR,20.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,2,INDIA,23.0,0.0,36
EPX,Travel_Agency,Online,Cancellation_Plan,no,304,VIETNAM,14.0,0.0,36
LWC,Travel_Agency,Online,Single_Trip_Travel_Protect_Platinum,no,7,BELARUS,52.5,34.13,28
